Geography,Statistic,Expenditure,Year,Income Quintile
Prince Edward Island,Clothing and accessories,2500.0,2021,Fourth
Prince Edward Island,Private transportation,10956.0,2021,Fourth
Prince Edward Island,Public transportation,329.0,2021,Fourth
Prince Edward Island,Health care,2831.0,2021,Fourth
Prince Edward Island,Personal care,1367.0,2021,Fourth
Prince Edward Island,Recreation,3372.0,2021,Fourth
Prince Edward Island,Education,1471.0,2021,Fourth
Prince Edward Island,Reading materials and other printed matter,183.0,2021,Fourth
Prince Edward Island,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1836.0,2021,Fourth
Prince Edward Island,Miscellaneous expenditures,1229.0,2021,Fourth
Nova Scotia,Food expenditures,11327.0,2021,Fourth
Nova Scotia,Shelter,18652.0,2021,Fourth
Nova Scotia,Household operations,7048.0,2021,Fourth
Nova Scotia,Household furnishings and equipment,3305.0,2021,Fourth
Nova Scotia,Clothing and accessories,2546.0,2021,Fourth
Nova Scotia,Private transportation,11879.0,2021,Fourth
Nova Scotia,Public transportation,270.0,2021,Fourth
Nova Scotia,Health care,2963.0,2021,Fourth
Nova Scotia,Personal care,2004.0,2021,Fourth
Nova Scotia,Recreation,4406.0,2021,Fourth
Nova Scotia,Education,1185.0,2021,Fourth
Nova Scotia,Reading materials and other printed matter,166.0,2021,Fourth
Nova Scotia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2696.0,2021,Fourth
Nova Scotia,Miscellaneous expenditures,1622.0,2021,Fourth
New Brunswick,Food expenditures,10659.0,2021,Fourth
New Brunswick,Shelter,15009.0,2021,Fourth
New Brunswick,Household operations,5909.0,2021,Fourth
New Brunswick,Household furnishings and equipment,4602.0,2021,Fourth
New Brunswick,Clothing and accessories,2190.0,2021,Fourth
New Brunswick,Private transportation,10533.0,2021,Fourth
New Brunswick,Public transportation,228.0,2021,Fourth
New Brunswick,Health care,3010.0,2021,Fourth
New Brunswick,Personal care,1191.0,2021,Fourth
New Brunswick,Recreation,5221.0,2021,Fourth
New Brunswick,Education,1233.0,2021,Fourth
New Brunswick,Reading materials and other printed matter,250.0,2021,Fourth
New Brunswick,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2145.0,2021,Fourth
New Brunswick,Miscellaneous expenditures,1408.0,2021,Fourth
Quebec,Food expenditures,11587.0,2021,Fourth
Quebec,Shelter,19697.0,2021,Fourth
Quebec,Household operations,5539.0,2021,Fourth
Quebec,Household furnishings and equipment,3663.0,2021,Fourth
Quebec,Clothing and accessories,2896.0,2021,Fourth
Quebec,Private transportation,11480.0,2021,Fourth
Quebec,Public transportation,487.0,2021,Fourth
Quebec,Health care,3606.0,2021,Fourth
Quebec,Personal care,1837.0,2021,Fourth
Quebec,Recreation,4876.0,2021,Fourth
Quebec,Education,1057.0,2021,Fourth
Quebec,Reading materials and other printed matter,206.0,2021,Fourth
Quebec,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2515.0,2021,Fourth
Quebec,Miscellaneous expenditures,1607.0,2021,Fourth
Ontario,Food expenditures,12749.0,2021,Fourth
Ontario,Shelter,28876.0,2021,Fourth
Ontario,Household operations,6980.0,2021,Fourth
Ontario,Household furnishings and equipment,4634.0,2021,Fourth
Ontario,Clothing and accessories,2943.0,2021,Fourth
Ontario,Private transportation,12289.0,2021,Fourth
Ontario,Public transportation,790.0,2021,Fourth
Ontario,Health care,3012.0,2021,Fourth
Ontario,Personal care,1521.0,2021,Fourth
Ontario,Recreation,4887.0,2021,Fourth
Ontario,Education,2022.0,2021,Fourth
Ontario,Reading materials and other printed matter,253.0,2021,Fourth
Ontario,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1796.0,2021,Fourth
Ontario,Games of chance,164.0,2021,Fourth
Ontario,Miscellaneous expenditures,2299.0,2021,Fourth
Manitoba,Food expenditures,12469.0,2021,Fourth
Manitoba,Shelter,19639.0,2021,Fourth
Manitoba,Household operations,7474.0,2021,Fourth
Manitoba,Household furnishings and equipment,3655.0,2021,Fourth
Manitoba,Clothing and accessories,2572.0,2021,Fourth
Manitoba,Private transportation,12394.0,2021,Fourth
Manitoba,Public transportation,380.0,2021,Fourth
Manitoba,Health care,3186.0,2021,Fourth
Manitoba,Personal care,1755.0,2021,Fourth
Manitoba,Recreation,4889.0,2021,Fourth
Manitoba,Education,1365.0,2021,Fourth
Manitoba,Reading materials and other printed matter,238.0,2021,Fourth
Manitoba,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1945.0,2021,Fourth
Manitoba,Games of chance,267.0,2021,Fourth
Manitoba,Miscellaneous expenditures,1956.0,2021,Fourth
Saskatchewan,Food expenditures,14166.0,2021,Fourth
Saskatchewan,Shelter,22589.0,2021,Fourth
Saskatchewan,Household operations,6547.0,2021,Fourth
Saskatchewan,Household furnishings and equipment,3576.0,2021,Fourth
Saskatchewan,Clothing and accessories,2463.0,2021,Fourth
Saskatchewan,Private transportation,11986.0,2021,Fourth
Saskatchewan,Public transportation,358.0,2021,Fourth
Saskatchewan,Health care,3757.0,2021,Fourth
Saskatchewan,Personal care,2798.0,2021,Fourth
Saskatchewan,Recreation,5418.0,2021,Fourth
Saskatchewan,Education,2001.0,2021,Fourth
Saskatchewan,Reading materials and other printed matter,268.0,2021,Fourth
Saskatchewan,"Tobacco products, alcoholic beverages and cannabis for non-medical use",3365.0,2021,Fourth
Saskatchewan,Games of chance,147.0,2021,Fourth
Saskatchewan,Miscellaneous expenditures,1995.0,2021,Fourth
Alberta,Food expenditures,14132.0,2021,Fourth
Alberta,Shelter,29364.0,2021,Fourth
Alberta,Household operations,8624.0,2021,Fourth
Alberta,Household furnishings and equipment,4642.0,2021,Fourth
Alberta,Clothing and accessories,3279.0,2021,Fourth
Alberta,Private transportation,13800.0,2021,Fourth
Alberta,Public transportation,682.0,2021,Fourth
Alberta,Health care,3276.0,2021,Fourth
Alberta,Personal care,1513.0,2021,Fourth
Alberta,Recreation,5190.0,2021,Fourth
Alberta,Education,3120.0,2021,Fourth
Alberta,Reading materials and other printed matter,264.0,2021,Fourth
Alberta,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1838.0,2021,Fourth
Alberta,Miscellaneous expenditures,1658.0,2021,Fourth
British Columbia,Food expenditures,12942.0,2021,Fourth
British Columbia,Shelter,28011.0,2021,Fourth
British Columbia,Household operations,7017.0,2021,Fourth
British Columbia,Household furnishings and equipment,4063.0,2021,Fourth
British Columbia,Clothing and accessories,3095.0,2021,Fourth
British Columbia,Private transportation,13041.0,2021,Fourth
British Columbia,Public transportation,801.0,2021,Fourth
British Columbia,Health care,3295.0,2021,Fourth
British Columbia,Personal care,1863.0,2021,Fourth
British Columbia,Recreation,6765.0,2021,Fourth
British Columbia,Education,2692.0,2021,Fourth
British Columbia,Reading materials and other printed matter,223.0,2021,Fourth
British Columbia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2601.0,2021,Fourth
British Columbia,Games of chance,109.0,2021,Fourth
British Columbia,Miscellaneous expenditures,2480.0,2021,Fourth
Newfoundland and Labrador,Food expenditures,12050.0,2017,Highest
Newfoundland and Labrador,Shelter,24934.0,2017,Highest
Newfoundland and Labrador,Household operations,8228.0,2017,Highest
Newfoundland and Labrador,Household furnishings and equipment,3744.0,2017,Highest
Newfoundland and Labrador,Clothing and accessories,6202.0,2017,Highest
Newfoundland and Labrador,Private transportation,20013.0,2017,Highest
Newfoundland and Labrador,Public transportation,2285.0,2017,Highest
Newfoundland and Labrador,Health care,4032.0,2017,Highest
Newfoundland and Labrador,Personal care,2458.0,2017,Highest
Newfoundland and Labrador,Recreation,8888.0,2017,Highest
Newfoundland and Labrador,Education,2426.0,2017,Highest
Newfoundland and Labrador,Reading materials and other printed matter,199.0,2017,Highest
Newfoundland and Labrador,Tobacco products and alcoholic beverages (Terminated),2315.0,2017,Highest
Newfoundland and Labrador,Games of chance,355.0,2017,Highest
Newfoundland and Labrador,Miscellaneous expenditures,3025.0,2017,Highest
Prince Edward Island,Food expenditures,13847.0,2017,Highest
Prince Edward Island,Shelter,19931.0,2017,Highest
Prince Edward Island,Household operations,7526.0,2017,Highest
Prince Edward Island,Household furnishings and equipment,3501.0,2017,Highest
Prince Edward Island,Clothing and accessories,4583.0,2017,Highest
Prince Edward Island,Private transportation,17050.0,2017,Highest
Prince Edward Island,Public transportation,1627.0,2017,Highest
Prince Edward Island,Health care,3926.0,2017,Highest
Prince Edward Island,Personal care,1589.0,2017,Highest
Prince Edward Island,Recreation,4856.0,2017,Highest
Prince Edward Island,Education,1916.0,2017,Highest
Prince Edward Island,Reading materials and other printed matter,211.0,2017,Highest
Prince Edward Island,Miscellaneous expenditures,2454.0,2017,Highest
Nova Scotia,Food expenditures,11720.0,2017,Highest
Nova Scotia,Shelter,23676.0,2017,Highest
Nova Scotia,Household operations,7128.0,2017,Highest
Nova Scotia,Household furnishings and equipment,3526.0,2017,Highest
Nova Scotia,Clothing and accessories,5014.0,2017,Highest
Nova Scotia,Private transportation,16727.0,2017,Highest
Nova Scotia,Public transportation,1587.0,2017,Highest
Nova Scotia,Health care,3605.0,2017,Highest
Nova Scotia,Personal care,1715.0,2017,Highest
Nova Scotia,Recreation,6047.0,2017,Highest
Nova Scotia,Education,2705.0,2017,Highest
Nova Scotia,Reading materials and other printed matter,223.0,2017,Highest
Nova Scotia,Tobacco products and alcoholic beverages (Terminated),1846.0,2017,Highest
Nova Scotia,Games of chance,197.0,2017,Highest
Nova Scotia,Miscellaneous expenditures,3167.0,2017,Highest
New Brunswick,Food expenditures,12446.0,2017,Highest
New Brunswick,Shelter,22092.0,2017,Highest
New Brunswick,Household operations,7866.0,2017,Highest
New Brunswick,Household furnishings and equipment,4303.0,2017,Highest
New Brunswick,Clothing and accessories,5515.0,2017,Highest
New Brunswick,Private transportation,22585.0,2017,Highest
New Brunswick,Public transportation,1183.0,2017,Highest
New Brunswick,Health care,3548.0,2017,Highest
New Brunswick,Personal care,1847.0,2017,Highest
New Brunswick,Recreation,7321.0,2017,Highest
New Brunswick,Education,2484.0,2017,Highest
New Brunswick,Reading materials and other printed matter,215.0,2017,Highest
New Brunswick,Tobacco products and alcoholic beverages (Terminated),1186.0,2017,Highest
New Brunswick,Miscellaneous expenditures,2403.0,2017,Highest
Quebec,Food expenditures,12429.0,2017,Highest
Quebec,Shelter,24175.0,2017,Highest
Quebec,Household operations,6722.0,2017,Highest
Quebec,Household furnishings and equipment,3098.0,2017,Highest
Quebec,Clothing and accessories,5617.0,2017,Highest
Quebec,Private transportation,16442.0,2017,Highest
Quebec,Public transportation,1723.0,2017,Highest
Quebec,Health care,4838.0,2017,Highest
Quebec,Personal care,1680.0,2017,Highest
Quebec,Recreation,6931.0,2017,Highest
Quebec,Education,2123.0,2017,Highest
Quebec,Reading materials and other printed matter,270.0,2017,Highest
Quebec,Tobacco products and alcoholic beverages (Terminated),3037.0,2017,Highest
Quebec,Games of chance,231.0,2017,Highest
Quebec,Miscellaneous expenditures,2772.0,2017,Highest
Ontario,Food expenditures,14883.0,2017,Highest
Ontario,Shelter,30612.0,2017,Highest
Ontario,Household operations,7846.0,2017,Highest
Ontario,Household furnishings and equipment,4344.0,2017,Highest
Ontario,Clothing and accessories,6773.0,2017,Highest
Ontario,Private transportation,21060.0,2017,Highest
Ontario,Public transportation,2598.0,2017,Highest
Ontario,Health care,3081.0,2017,Highest
Ontario,Personal care,2299.0,2017,Highest
Ontario,Recreation,8056.0,2017,Highest
Ontario,Education,3636.0,2017,Highest
Ontario,Reading materials and other printed matter,296.0,2017,Highest
Ontario,Tobacco products and alcoholic beverages (Terminated),2120.0,2017,Highest
Ontario,Games of chance,190.0,2017,Highest
Ontario,Miscellaneous expenditures,3689.0,2017,Highest
Manitoba,Food expenditures,12543.0,2017,Highest
Manitoba,Shelter,23616.0,2017,Highest
Manitoba,Household operations,6662.0,2017,Highest
Manitoba,Household furnishings and equipment,5009.0,2017,Highest
Manitoba,Clothing and accessories,6553.0,2017,Highest
Manitoba,Private transportation,18204.0,2017,Highest
Manitoba,Public transportation,2608.0,2017,Highest
Manitoba,Health care,3655.0,2017,Highest
Manitoba,Personal care,1864.0,2017,Highest
Manitoba,Recreation,8382.0,2017,Highest
Manitoba,Education,2714.0,2017,Highest
Manitoba,Reading materials and other printed matter,244.0,2017,Highest
Manitoba,Tobacco products and alcoholic beverages (Terminated),2004.0,2017,Highest
Manitoba,Miscellaneous expenditures,4206.0,2017,Highest
Saskatchewan,Food expenditures,15737.0,2017,Highest
Saskatchewan,Shelter,25038.0,2017,Highest
Saskatchewan,Household operations,7966.0,2017,Highest
Saskatchewan,Household furnishings and equipment,4618.0,2017,Highest
Saskatchewan,Clothing and accessories,5370.0,2017,Highest
Saskatchewan,Private transportation,21399.0,2017,Highest
Saskatchewan,Public transportation,1661.0,2017,Highest
Saskatchewan,Health care,3787.0,2017,Highest
Saskatchewan,Personal care,1831.0,2017,Highest
Saskatchewan,Recreation,9754.0,2017,Highest
Saskatchewan,Education,2538.0,2017,Highest
Saskatchewan,Reading materials and other printed matter,242.0,2017,Highest
Saskatchewan,Tobacco products and alcoholic beverages (Terminated),2973.0,2017,Highest
Saskatchewan,Miscellaneous expenditures,3356.0,2017,Highest
Alberta,Food expenditures,13373.0,2017,Highest
Alberta,Shelter,29851.0,2017,Highest
Alberta,Household operations,8190.0,2017,Highest
Alberta,Clothing and accessories,6600.0,2017,Highest
Alberta,Private transportation,22772.0,2017,Highest
Alberta,Public transportation,2516.0,2017,Highest
Alberta,Health care,3951.0,2017,Highest
Alberta,Personal care,2422.0,2017,Highest
Alberta,Recreation,8824.0,2017,Highest
Alberta,Education,3333.0,2017,Highest
Alberta,Reading materials and other printed matter,266.0,2017,Highest
Alberta,Tobacco products and alcoholic beverages (Terminated),2649.0,2017,Highest
Alberta,Miscellaneous expenditures,3933.0,2017,Highest
British Columbia,Food expenditures,14380.0,2017,Highest
British Columbia,Shelter,34126.0,2017,Highest
British Columbia,Household operations,7258.0,2017,Highest
British Columbia,Household furnishings and equipment,4053.0,2017,Highest
British Columbia,Clothing and accessories,6311.0,2017,Highest
British Columbia,Private transportation,20206.0,2017,Highest
British Columbia,Public transportation,2694.0,2017,Highest
British Columbia,Health care,3658.0,2017,Highest
British Columbia,Personal care,2191.0,2017,Highest
British Columbia,Recreation,8086.0,2017,Highest
British Columbia,Education,4255.0,2017,Highest
British Columbia,Reading materials and other printed matter,183.0,2017,Highest
British Columbia,Tobacco products and alcoholic beverages (Terminated),2254.0,2017,Highest
British Columbia,Miscellaneous expenditures,3476.0,2017,Highest
Newfoundland and Labrador,Food expenditures,14001.0,2019,Highest
Newfoundland and Labrador,Shelter,24162.0,2019,Highest
Newfoundland and Labrador,Household operations,7776.0,2019,Highest
Newfoundland and Labrador,Household furnishings and equipment,3397.0,2019,Highest
Newfoundland and Labrador,Clothing and accessories,5300.0,2019,Highest
Newfoundland and Labrador,Private transportation,17444.0,2019,Highest
Newfoundland and Labrador,Public transportation,2509.0,2019,Highest
Newfoundland and Labrador,Health care,3645.0,2019,Highest
Newfoundland and Labrador,Personal care,1890.0,2019,Highest
Newfoundland and Labrador,Recreation,8479.0,2019,Highest
Newfoundland and Labrador,Education,1820.0,2019,Highest
Newfoundland and Labrador,Reading materials and other printed matter,222.0,2019,Highest
Newfoundland and Labrador,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2596.0,2019,Highest
Newfoundland and Labrador,Games of chance,467.0,2019,Highest
Newfoundland and Labrador,Miscellaneous expenditures,2832.0,2019,Highest
Prince Edward Island,Food expenditures,15071.0,2019,Highest
Prince Edward Island,Shelter,19784.0,2019,Highest
Prince Edward Island,Household operations,8825.0,2019,Highest
Prince Edward Island,Household furnishings and equipment,3217.0,2019,Highest
Prince Edward Island,Clothing and accessories,4429.0,2019,Highest
Prince Edward Island,Private transportation,18355.0,2019,Highest
Prince Edward Island,Public transportation,2013.0,2019,Highest
Prince Edward Island,Health care,3819.0,2019,Highest
Prince Edward Island,Personal care,1607.0,2019,Highest
Prince Edward Island,Recreation,5994.0,2019,Highest
Prince Edward Island,Education,2252.0,2019,Highest
Prince Edward Island,Reading materials and other printed matter,315.0,2019,Highest
Prince Edward Island,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1629.0,2019,Highest
Prince Edward Island,Games of chance,160.0,2019,Highest
Prince Edward Island,Miscellaneous expenditures,2457.0,2019,Highest
Nova Scotia,Food expenditures,13555.0,2019,Highest
Nova Scotia,Shelter,24531.0,2019,Highest
Nova Scotia,Household operations,8519.0,2019,Highest
Nova Scotia,Household furnishings and equipment,4054.0,2019,Highest
Nova Scotia,Clothing and accessories,4860.0,2019,Highest
Nova Scotia,Private transportation,17417.0,2019,Highest
Nova Scotia,Public transportation,2311.0,2019,Highest
Nova Scotia,Health care,3896.0,2019,Highest
Nova Scotia,Personal care,2124.0,2019,Highest
Nova Scotia,Recreation,7754.0,2019,Highest
Nova Scotia,Education,2802.0,2019,Highest
Nova Scotia,Reading materials and other printed matter,251.0,2019,Highest
Nova Scotia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2290.0,2019,Highest
Nova Scotia,Games of chance,224.0,2019,Highest
Nova Scotia,Miscellaneous expenditures,2902.0,2019,Highest
New Brunswick,Food expenditures,15560.0,2019,Highest
New Brunswick,Shelter,20659.0,2019,Highest
New Brunswick,Household operations,9203.0,2019,Highest
New Brunswick,Household furnishings and equipment,3800.0,2019,Highest
New Brunswick,Clothing and accessories,5260.0,2019,Highest
New Brunswick,Private transportation,20082.0,2019,Highest
New Brunswick,Public transportation,1074.0,2019,Highest
New Brunswick,Health care,3876.0,2019,Highest
New Brunswick,Personal care,2030.0,2019,Highest
New Brunswick,Recreation,7721.0,2019,Highest
New Brunswick,Education,2257.0,2019,Highest
New Brunswick,Reading materials and other printed matter,265.0,2019,Highest
New Brunswick,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2340.0,2019,Highest
New Brunswick,Games of chance,387.0,2019,Highest
New Brunswick,Miscellaneous expenditures,2099.0,2019,Highest
Quebec,Food expenditures,15099.0,2019,Highest
Quebec,Shelter,26750.0,2019,Highest
Quebec,Household operations,7263.0,2019,Highest
Quebec,Household furnishings and equipment,3728.0,2019,Highest
Quebec,Clothing and accessories,5620.0,2019,Highest
Quebec,Private transportation,17388.0,2019,Highest
Quebec,Public transportation,1669.0,2019,Highest
Quebec,Health care,4903.0,2019,Highest
Quebec,Personal care,1958.0,2019,Highest
Quebec,Recreation,8195.0,2019,Highest
Quebec,Education,2052.0,2019,Highest
Quebec,Reading materials and other printed matter,184.0,2019,Highest
Quebec,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2719.0,2019,Highest
Quebec,Games of chance,195.0,2019,Highest
Quebec,Miscellaneous expenditures,2605.0,2019,Highest
Ontario,Food expenditures,15440.0,2019,Highest
Ontario,Shelter,35885.0,2019,Highest
Ontario,Household operations,9375.0,2019,Highest
Ontario,Household furnishings and equipment,4438.0,2019,Highest
Ontario,Clothing and accessories,5622.0,2019,Highest
Ontario,Private transportation,18970.0,2019,Highest
Ontario,Public transportation,2761.0,2019,Highest
Ontario,Health care,3704.0,2019,Highest
Ontario,Personal care,2375.0,2019,Highest
Ontario,Recreation,9150.0,2019,Highest
Ontario,Education,4308.0,2019,Highest
Ontario,Reading materials and other printed matter,220.0,2019,Highest
Ontario,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2090.0,2019,Highest
Ontario,Miscellaneous expenditures,3370.0,2019,Highest
Manitoba,Food expenditures,14755.0,2019,Highest
Manitoba,Shelter,26125.0,2019,Highest
Manitoba,Household operations,8053.0,2019,Highest
Manitoba,Household furnishings and equipment,4539.0,2019,Highest
Manitoba,Clothing and accessories,4712.0,2019,Highest
Manitoba,Private transportation,19336.0,2019,Highest
Manitoba,Public transportation,2265.0,2019,Highest
Manitoba,Health care,3989.0,2019,Highest
Manitoba,Personal care,2421.0,2019,Highest
Manitoba,Recreation,9778.0,2019,Highest
Manitoba,Education,2582.0,2019,Highest
Manitoba,Reading materials and other printed matter,278.0,2019,Highest
Manitoba,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2892.0,2019,Highest
Manitoba,Games of chance,429.0,2019,Highest
Manitoba,Miscellaneous expenditures,3366.0,2019,Highest
Saskatchewan,Food expenditures,17472.0,2019,Highest
Saskatchewan,Shelter,28995.0,2019,Highest
Saskatchewan,Household operations,8592.0,2019,Highest
Saskatchewan,Household furnishings and equipment,3776.0,2019,Highest
Saskatchewan,Clothing and accessories,4928.0,2019,Highest
Saskatchewan,Private transportation,23846.0,2019,Highest
Saskatchewan,Public transportation,1877.0,2019,Highest
Saskatchewan,Health care,3528.0,2019,Highest
Saskatchewan,Personal care,2214.0,2019,Highest
Saskatchewan,Recreation,11873.0,2019,Highest
Saskatchewan,Education,2341.0,2019,Highest
Saskatchewan,Reading materials and other printed matter,206.0,2019,Highest
Saskatchewan,"Tobacco products, alcoholic beverages and cannabis for non-medical use",3183.0,2019,Highest
Saskatchewan,Miscellaneous expenditures,3628.0,2019,Highest
Alberta,Food expenditures,16783.0,2019,Highest
Alberta,Shelter,31870.0,2019,Highest
Alberta,Household operations,9673.0,2019,Highest
Alberta,Household furnishings and equipment,5030.0,2019,Highest
Alberta,Clothing and accessories,6121.0,2019,Highest
Alberta,Private transportation,27716.0,2019,Highest
Alberta,Public transportation,2923.0,2019,Highest
Alberta,Health care,4753.0,2019,Highest
Alberta,Personal care,3105.0,2019,Highest
Alberta,Recreation,11687.0,2019,Highest
Alberta,Education,3407.0,2019,Highest
Alberta,Reading materials and other printed matter,262.0,2019,Highest
Alberta,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2995.0,2019,Highest
Alberta,Games of chance,189.0,2019,Highest
Alberta,Miscellaneous expenditures,3708.0,2019,Highest
British Columbia,Food expenditures,14799.0,2019,Highest
British Columbia,Shelter,38185.0,2019,Highest
British Columbia,Household operations,10533.0,2019,Highest
British Columbia,Household furnishings and equipment,3976.0,2019,Highest
British Columbia,Clothing and accessories,6130.0,2019,Highest
British Columbia,Private transportation,19967.0,2019,Highest
British Columbia,Public transportation,3785.0,2019,Highest
British Columbia,Health care,4672.0,2019,Highest
British Columbia,Personal care,2399.0,2019,Highest
British Columbia,Recreation,9969.0,2019,Highest
British Columbia,Education,3274.0,2019,Highest
British Columbia,Reading materials and other printed matter,321.0,2019,Highest
British Columbia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2068.0,2019,Highest
British Columbia,Games of chance,89.0,2019,Highest
British Columbia,Miscellaneous expenditures,3872.0,2019,Highest
Newfoundland and Labrador,Food expenditures,18121.0,2021,Highest
Newfoundland and Labrador,Shelter,23829.0,2021,Highest
Newfoundland and Labrador,Household operations,9786.0,2021,Highest
Newfoundland and Labrador,Household furnishings and equipment,6225.0,2021,Highest
Newfoundland and Labrador,Clothing and accessories,3871.0,2021,Highest
Newfoundland and Labrador,Private transportation,16247.0,2021,Highest
Newfoundland and Labrador,Public transportation,997.0,2021,Highest
Newfoundland and Labrador,Health care,3416.0,2021,Highest
Newfoundland and Labrador,Personal care,2227.0,2021,Highest
Newfoundland and Labrador,Recreation,6581.0,2021,Highest
Newfoundland and Labrador,Education,3039.0,2021,Highest
Newfoundland and Labrador,Reading materials and other printed matter,228.0,2021,Highest
Newfoundland and Labrador,"Tobacco products, alcoholic beverages and cannabis for non-medical use",3601.0,2021,Highest
Newfoundland and Labrador,Miscellaneous expenditures,2177.0,2021,Highest
Prince Edward Island,Food expenditures,18897.0,2021,Highest
Prince Edward Island,Shelter,19654.0,2021,Highest
Prince Edward Island,Household operations,8337.0,2021,Highest
Prince Edward Island,Household furnishings and equipment,4068.0,2021,Highest
Prince Edward Island,Clothing and accessories,2777.0,2021,Highest
Prince Edward Island,Private transportation,15323.0,2021,Highest
Prince Edward Island,Public transportation,587.0,2021,Highest
Prince Edward Island,Health care,2873.0,2021,Highest
Prince Edward Island,Personal care,1800.0,2021,Highest
Prince Edward Island,Recreation,6140.0,2021,Highest
Prince Edward Island,Education,2488.0,2021,Highest
Prince Edward Island,"Tobacco products, alcoholic beverages and cannabis for non-medical use",3757.0,2021,Highest
Prince Edward Island,Miscellaneous expenditures,1888.0,2021,Highest
Nova Scotia,Food expenditures,14592.0,2021,Highest
Nova Scotia,Shelter,25118.0,2021,Highest
Nova Scotia,Household operations,8822.0,2021,Highest
Nova Scotia,Household furnishings and equipment,6084.0,2021,Highest
Nova Scotia,Clothing and accessories,3283.0,2021,Highest
Nova Scotia,Private transportation,16535.0,2021,Highest
Nova Scotia,Public transportation,681.0,2021,Highest
Nova Scotia,Health care,3996.0,2021,Highest
Nova Scotia,Personal care,2144.0,2021,Highest
Nova Scotia,Recreation,7986.0,2021,Highest
Nova Scotia,Education,3130.0,2021,Highest
Nova Scotia,Reading materials and other printed matter,222.0,2021,Highest
Nova Scotia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2545.0,2021,Highest
Nova Scotia,Miscellaneous expenditures,2491.0,2021,Highest
New Brunswick,Food expenditures,15614.0,2021,Highest
New Brunswick,Shelter,24651.0,2021,Highest
New Brunswick,Household operations,8343.0,2021,Highest
New Brunswick,Household furnishings and equipment,5566.0,2021,Highest
New Brunswick,Clothing and accessories,3523.0,2021,Highest
New Brunswick,Private transportation,17960.0,2021,Highest
New Brunswick,Public transportation,472.0,2021,Highest
New Brunswick,Health care,3826.0,2021,Highest
New Brunswick,Personal care,1988.0,2021,Highest
New Brunswick,Recreation,8690.0,2021,Highest
New Brunswick,Education,2673.0,2021,Highest
New Brunswick,Reading materials and other printed matter,267.0,2021,Highest
New Brunswick,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2544.0,2021,Highest
New Brunswick,Games of chance,97.0,2021,Highest
New Brunswick,Miscellaneous expenditures,2504.0,2021,Highest
Quebec,Food expenditures,16468.0,2021,Highest
Quebec,Shelter,25527.0,2021,Highest
Quebec,Household operations,7216.0,2021,Highest
Quebec,Household furnishings and equipment,5582.0,2021,Highest
Quebec,Clothing and accessories,3770.0,2021,Highest
Quebec,Private transportation,16396.0,2021,Highest
Quebec,Public transportation,628.0,2021,Highest
Quebec,Health care,4910.0,2021,Highest
Quebec,Personal care,2515.0,2021,Highest
Quebec,Recreation,7131.0,2021,Highest
Quebec,Education,2396.0,2021,Highest
Quebec,Reading materials and other printed matter,259.0,2021,Highest
Quebec,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2342.0,2021,Highest
Quebec,Miscellaneous expenditures,3512.0,2021,Highest
Ontario,Food expenditures,14157.0,2021,Highest
Ontario,Shelter,37505.0,2021,Highest
Ontario,Household operations,9034.0,2021,Highest
Ontario,Household furnishings and equipment,8418.0,2021,Highest
Ontario,Clothing and accessories,3693.0,2021,Highest
Ontario,Private transportation,15088.0,2021,Highest
Ontario,Public transportation,1103.0,2021,Highest
Ontario,Health care,3969.0,2021,Highest
Ontario,Personal care,2031.0,2021,Highest
Ontario,Recreation,6766.0,2021,Highest
Ontario,Education,4181.0,2021,Highest
Ontario,Reading materials and other printed matter,342.0,2021,Highest
Ontario,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2244.0,2021,Highest
Ontario,Games of chance,221.0,2021,Highest
Ontario,Miscellaneous expenditures,3122.0,2021,Highest
Manitoba,Food expenditures,15065.0,2021,Highest
Manitoba,Shelter,27605.0,2021,Highest
Manitoba,Household operations,8575.0,2021,Highest
Manitoba,Household furnishings and equipment,4835.0,2021,Highest
Manitoba,Clothing and accessories,3954.0,2021,Highest
Manitoba,Private transportation,16494.0,2021,Highest
Manitoba,Public transportation,847.0,2021,Highest
Manitoba,Health care,3464.0,2021,Highest
Manitoba,Personal care,2175.0,2021,Highest
Manitoba,Recreation,8208.0,2021,Highest
Manitoba,Education,3467.0,2021,Highest
